rating,review
4,"Pemandangan dari sini bagus sekali. Ga terlalu banyak wahana. Naik wahana masih bayar lagi. Kurang baby friendly tapi ya, susah untuk bawa stroller karena tempatnya naik turun dengan tangga. Ada resto di atas, sayangnya banyak yang merokok."
5,"Sangat berkesan kami sekeluarga bisa berkunjung dan bermalam di tanggal 24-25 Desember 2023
Suasana lebih bagus di nikmati saat malam dan pagi hari ketika matahari mulai tampak dari balik bukit"
5,"Tempatnya asik, keren tapi dingin bangettttt..suhu 14° dan turun 5° saat dinihari..tapi ada bandrek yang anget banget di badan. Kamarnya bagus, pelayanan oke dan ramah2, bersih..kamarnya semakin ke lantai atas semakin dingin. Ada rumah hobbit yang asyik."
5,"Tiket masuk 25k perorang, parkir mobil 15k.
Adeem bgt banyak pepohonan besar, cocok untuk staycation sama keluarga, anginnya gede, ada villanya juga diatas kisaran 600 - 1,5jt, banyak spot foto. Ada restoran.
Dekat pintu masuk ada toilet dan mushola, banyak jajanan juga."
5,"Tempat yang sangat indah, pemandangannya juara dengan air terjun yang luar biasa. Dikenakan htm 20rb/org. Terdapat resto di dalam dengan harga standard. Masi terdapat pembangunan dan ada glamping jika ingin menginap. Karena saat bulan puasa,maka stand2 makanan saat pintu masuk tutup semua. Ada playground anak bagi yg membawa anak, dikenakan Htm 50rb per anak. Dan byk spot foto yg instagramable disana. Recomended"
5,"Lokasi Curug tilu ini berada di jalan raya Rancabali, sekitar 50 km dari jalan Pasteur Bandung. Dengan kendaraan pribadi waktu tempuh sekitar 1 jam 15 menit.
Kecuali sebagai taman bermain bertema alam, disini juga terdapat penginapan berbentuk glamping. Ada juga restaurant yang cukup luas dg konsep semi outdoor.
Dari tempat ini juga pengunjung dapat menyaksikan sunrise. Overall nice place"
1,"Sangat unhappy, kesini terakhir tahun 2017. Niat kesini mau merasakan ketenangan wisata seperti dulu. Nostalgia, mancing terus makan ikan bakar di pinggir danau yg atas itu.

Eeeeeeehhh ternyata 🥺

Secara view & fasilitas okelah, lebih baik ""kelihatannya"". Memang rapi keren, megaaaaah! Tapi dari sisi kenyamanannya... NOL BESAR.
Berubah total dibandingkan dulu. Pembangunan besar besaran, seakan akan 'tempat ini adalah sumber duit'. Jadi gk asik lagi.
Danau di atas tidak bisa dimasuki lagi karna alasan rumah warga atau apalah. Padahal itu tempat paling tenang,

Paling gk suka sama keberisikan!
Berisik orang karokean gk jelas, polusi suara. Suara sumbang gk banget. Better kalo mau begitu mah sewa aja full semuanya jadi area privat terus ditutup untuk umum.

Berasa zonk banget kesini. Gak worth sama harga masuknya. Kayak bayar masuk cuma untuk numpang makan di restonya.
Restonya rasa makanannya B aja. Suasana ookeeelah, tapi Kecewa berat, rasanya ini terakhir kali visit ke curug tilu. kapok

Tapi ada positifnya, serapan tenaga kerjanya jadi lebih banyak. Bagus untuk warga sekitar."
5,Tempat ngahuleng sambil liatin pemandangan.. cocok nih..
5,"tempatnya udah pasti sejuk karna di kelilingi kebun teh,bersih terawat dan juga nyaman,terdapat Curug buatan yg indah dan kolam yg dipenuhi ikan,untuk fasilitasnya di lengkapi dengan panggung untuk karaoke yg nyaman playground untuk anak,harga tiket masuk 15k per orang"
5,"Tempat wisata Curug Tilu Rancabali merupakan tempat wisata yang berada di tengah-tengah Perkebunan Teh Rancabali yang memiliki panorama sangat asri dengan pemandangan hijaunya daun teh yang menyejukkan mata mengintari sekeliling area wisata.Curug tilu Rancabali merupakan merupakan curug buatan yang di tata menjadi idah dan sangat bagus, memiliki  swafoto yang asri juga di lengkapi dengan kedai kedai di sekitaran lorong,kafe, tempat bermain anak-anak ,kolam ikan,mini camp, musholla, WC dan memiliki parkiran yang cukup luas.
Bagi anda yang ingin berwisata ke Curug Tilu, waktu operasional tempat wisata air terjun di daerah Patengan, Rancabali, Ciwidey ini setiap harinya mulai buka dari jam 9 pagi dan tutup pukul 5 sore.Lokasi wisata air terjun curug 3 Ciwidey terletak di Patengan, Kecamatan Rancabali, Kabupaten Bandung, Jawa Barat.
Tarif masuk Rp,20.000,-/orang
Parkir.Rp.10.000,-/mobil dan Rp 5.000,-/motor.
Pakan ikan Rp.5.000,-/bungkus
Tempat bermain anak-anak Rp,30.000,-/keluarga.
Penginapan Rp,500,000,- weekend dan Rp.400.000,-weekday."
3,"Air terjun buatan tapi yang dialiri dari mata air alami begitu info dari pengelola, dibuat 3 aliran yang ditata dengan bebatuan jadi terlihat seperti air terjun mini dan dilengkapi dengan taman dan jembatan banyak  spot foto yg menarik dan bagus, terdapat warung juga gazebo untuk santai.
Mungkin perlu ditambah fasilitas tempat duduk untuk santai kedepannya, tersedia juga toilet juga.
Mohon maaf cuma sekedar saran mungkin karna ini tempat wisata mungkin anjingnya perlu dikandangkan karna berkeliaran sana sini bahkan mendekati pengunjung karna pengunjung pasti ada yg takut anjing, karna itu yg saya alami waktu mampir ke situ, terima kasih."
5,𝙩𝙚𝙢𝙥𝙖𝙩 𝙞𝙣𝙞 termasuk baru di renovasi cukup luas dan  banyak spoot buat ber foto ria ada juga stand musik dengan iringan acoustik /pun karaoke ria tiket masuk RP 35000untuk R2+PARKIR namun sayang untuk penitipanhelm taripnya kemahalan RP 10000 untuk pfngelola coba penitipan helm sediakan kencleng saja biar tidak  berkesan klo nga dititipin helm klo ada kehilangan pengelola nga bertanggung jawab . oke sekali. lg klo tempat ok nyaman dan luas cocok buat nyantai arisan dan kumpullong kow ria wasalam
5,"14° cuyy, mantap banget..

Pelayanan nya menurutku sudah bagus yaa untuk penginapannya..
Makanannya juga enak, bisa dianter ke tenda.

Wifi nya aja yg kurang kenceng 🤣

Btw, slepping bag nya itu banyak yg gak ada sletingnya, jadi gak bisa dibuat seperti kepompong, aku mesen family tent yg ber-4, 4.4nya gak ada sletingnyaa, sedih bangett deh"
5,"Tiket masuk weekday 25rb / orang, anak di bawah 3 tahun free. Karcis parkir mobil 15rb. Wahana di dalam seperti rainbow slide, 30rb / 1x meluncur, 75rb meluncur sepuasnya."
5,"Waktu kesini sedang dalam pembangunan, dan musim hujan. Jadi kehilangan banyak kesempatan menikmati tempat yg bagus ini. Ntar kalo udah beres, harus coba lagi . Perjalanan kesini asik bgt buat yg suka alam. Kebun teh, hutan pinus, kabut: ya lembang-ciwidey lah: sukaaa. Begitu nyampe disambut pegunungan teh (ada trip hiking yg ditawarkan pengelola), kamar2 ala glamping dgn pemandangan air terjun buatan ala niagara mini, dan ada kafe terbuka dgn live music. Sungai. Sepanjang lokasi dari ujung ke ujung ada sungai kecil. Petualangan keren buat anak2. Jg ada rumah pohon besar di area playground anak2. Sayang banyak foto yg ga keambil. Akan. Datang. Kembali. Tungguin yaaa"
5,"Datang ke sini sekitar jam 14. Lumayan sepi sih. Harga tiket masuknya 15rb/orang. Untuk playground anak 30rb, bebas keluar masuk asal bisa menunjukkan tiketnya. Tempat makan yang tersedia masih sedikit, mungkin karena tempat baru. Tempatnya gak terlalu luas, tapi cukup buat jalan-jalan menikmati pemandangan kebun teh yang hijau-hijau. Tempat foto yang paling tinggi busa lihat view areanya secara keseluruhan. Untuk yang membawa anak kecil harap diperhatikan (kalau perlu selalu digandeng) ketika mengambil foto di daerah atasnya. Karena gak ada pagarnya."
4,Cocok untuk refreshing keluarga atau reunian tapi tidak di hari' hujan
1,"Tempat cukup recommended,pemandangan dgn view terbaik,Aer terjun nya kecil,HTM 25 cukup seimbang dgn yg d sajikan sayang toilet berbayar walau cm 3 RB namun kebersihan nya ga terjaga,parkir mobil Mahal 1 jam lebih dikit kena 15 RB😩 …"
4,"Tempatnya asik untuk rekreasi keluarga, banyak spot foto yang menarik, curugnya bagus, ada danaunya dan kita bisa mancing disana, fasilitas toilet bersih, banyak sekali tersedia warung makan dan saung untuk botram. Tiket masuk terjangkau per orang 10k dan parkir 5k, ke wc 2k, dan harga makanan standar tempat wisata. Saran untuk pengelola disana akses masuk ke lokasi diperbaiki jangan menggunakan batu, diperbanyak spot foto dan kegiatan yg menarik, serta di depan jalan utama dibuatkan identitas tempat wisata yang jelas agar pengunjung semakin ramai."
5,"Tempat yg bagus buat ngadem, ticket masuk weekend 20rb/org, mainan anak2 30rb/org utk sehari. Bnyak spot foto, resto sampe jam 9 malem, diatasnya Ada glamping mulai 550rb an (weekend). Pas kesini kabutnya turun, udaranya dingin banget... 🥶 …"
4,Alternatif tempat wisata swafoto di daerah Ciwidey. Fasilitas sdh tersedia. Tempat parkir luas. Banyak pilihan spot fotonya. Tiket masuk 20rb. Ada playground utk anak2 dg htm 35rb. Udara yg sejuk & pemandangan pegunungan membuat betah berlama2 di sana.
5,"Tau curug ini dri tayangan tv, kbtulan lagi drumah mertua ajak mertua deh kesini..Pertama kali datang, pemandangan masi asri.. Disekitar ada kebun teh.. Mnurut saya kurang nya itu Lapangan berumput untuk bersantai keluarga yang bawa bekal dari rumah, jadi berasa piknik.. Pas datang lebaran ketiga, untuk keseluruhan bagus, pengalaman tak terlupakan datang ke curug tilu"
5,"Ecopark Curug Tilu Ciwidey,,
Terletak di jalan raya Ciwidey Patengan, Kalau dari Kawah putih sekitar 3 km lagi.
Tempat wisata yang ditawarkan adalah air  terjun mini (katanya sih buatan) terdiri dari 3 air terjun dengan udara segar dan pemandangan kebun teh disekelilingnya. Di sekitar air terjun terdapat beberapa spot tempat berfoto yang instragamble. Selain itu beberapa ornamen pendukung seperti jembatan disekitar air terjun, jalan setapak disekeliling air terjun juga dibuat menarik.
Selain menawarkan tempat berfoto,juga terdapat pujasera.
Nah,  jika naik lagi ke atas melewati air terjun terdapat situ yang biasanya ramai dipenuhi pemancing. Untuk bagian ini,  katanya beda pengelola. Disekitar situ ini yang menarik,  bisa pesan nasi liwet dadakan dengan harga murah meriah tapi rasanya mantap..
Selamat mencoba berwisata di ecopark curug tilu Ciwidey,,"
3,"Masuk parkir bayar
Masuk lokasi bayar per orang
Masuk mainan bayar bayar lagi per orang
WC didalam lokasi bayar lagi gaes
Keluar menuju jalan raya bayar lg pak ogah"
3,Wisata air terjun di rancabali dengan susana alam yang sejuk di kelilingi perkebunan daun teh. Air nya jernih banget cocok buat ajak keluarga kesini karena ada pemancingan dan juga rumah makan nasi liwet dengan tema saung yang menghadap ke danau yang ada ikannya lumayan besar.
5,"recoment untuk family, cocok bawa anak
bisa main sepuas nya di playGround Curugtilu,
penginapan bersih, Security standbay 24 jam 😁"
4,"Tempatnya bagus
Makanannya enak
Lain kali mau nyoba penginapannya coz full gak kebagian 🫣 …"
5,"Bagus tempatnya,, yang paling menarik di atas mya ada kolam pemancingan dan kita bisa langsung bakar ikan tersebut,, atau sengaja beli ikan untuk di bakar di makan nya dekat kolam"
5,Tempat wisata yang nyaman hanya tinggal penataan yang lebih agar sarana dan prasarana bisa saling mendukung sehingga bisa menjadi tempst wisata favorite daa berdaya saing tinggi
5,"Sejuk dipandang mata adem dihati Lian pemandangan yang sangat indah , yang mau berkunjung wisata ke curug tilu Ciwidey
Boleh info ada wisata city tour murah dibandung 082320644122"
3,"Viewnya oke bangetszz.. Spot fotonya keren... Hanya saja stand makanan / jajananya rasa kurang dapet.. Dan yang lebih kecewa pake bangeeet.. Yaitu.. Pesan makanan (kita rombongan) daging ayamnya masih mentah merah merah.. Aduuuhh.. Padahal semua udah oke, tempat, toiletnya.. Tapi kecewa sama penyajiannya.. Kita pesen banyak, mubajir ayam ga ada yg mateng.."
4,"Tempat wisata di daerah ciwidey, jawa barat. Tiket masuk sangat murah +-10k/orang. Lokasinya cukup bagus, pemandangan 3 air terjun sesuai nama lokasi wisata ini yaitu curug tilu (tiga air terjun). Tempat wisata ini terdiri dari 2 air terjun di bawah dan 1 air terjun di bagian atas. Untuk menuju lokasi wisata ini, jalan yg ditempuh harus melalui soreang kemudian lurus mengikuti jalan menunu ciwidey. Tempat wisata ini berada di sebelah kiri jalan setelah kebun teh. Disekitar lokasi wisata ini banyak orang yg berjualan cuangki, serta terdapat restaurant sederhana di dalam lokasi wisata ini. Kemudian terdapat pondok2 kecil untuk beristirahat di dalam area curug tilu"
5,"Tempatnya baru dibuka, harga tiket masuk nya per orang 15k dan mobil 10k dan kita harus ngeliatin kartu vaksin. Worth it bgt lah karna lumayan buat spot foto foto."
5,"Tempatnya oke, terbayarkan dari perjalanan yang penuh liku-liku."
1,"Sumpah gak nyaman bgt sama security yg ngikutin kemana2 sampe kebawa foto, plis lah yakali ke sana sendirian ini cuma foto2 aja diikutin sampe hujan dan ngalangin pemandangan foto. Apa karna cuma nanya paket prawed berapa? Dan katanya 1 juta? Bukan berarti mau prawed kan ya nanya doang. Sumpah si not good service dari penjaga tiket, security, gak ada yg ramah malah ngikutin gajelas ngalangin di sana sini, kita bayar tiket buat liat pemandangan eh dihalangin sama security, kecewa si gak mau ke sini lg not good service."
5,"Tempat nya Masyaa Allah caaakeeepp bgt, view nya bener2 buat healing and refreshing 🤗😀 tiket ny terjangkau bgt untuk tempat sebagus ini. Puuaas bgt ke sini spot fotonya Instagramable bgt …"
4,Ini niiihhh... Curug cantik tanpa harus capek2 jalan jauh untuk nikmatinnya. Dari parkiran udah langsung liat curugnya... Semoga ke depan tempat duduk2nya dibanyakin. Tenant makannya yg enak2... Sip deh poknya
4,"View oke ,
Adem banget,padahal baru jam 3 sore dinginnya menusuk ketulang..apalagi klo bermalam.
Mushola ada tapi kecil..
Toilet ada tapi harus bayar lagi..
Ada playground anak dan spot foto bagi yg suka berfoto2.."
5,Tempat yg nyaman aman untuk melepaskan kejenuhan kita datang dan coba untuk menginap tersedia lokasi campin berikut fasilitas tenda yg memadahi di lengkapi fasilitas penerangan dan restoran
5,"Sangat sangat sangat menyenangkan kesini, emang perjuangan banget sampe mobil bau kopling wkwkwk, tapi terbayar dengan suasana daun tehnya. Spot fotonya ya hanya daun teh, jangan kaget ya. Tapi udaranya, suasananya, bagus banget. Cocok untuk refreshing dan escape dari penat kota"
5,Tempat wisata alam yang lumayan indah dengan areal parkir mobil dan motor yg memadai dan tiket masuknya pun murah Rp 10.000 kita bisa memanjakan mata melihat hijaunya hamparan kebun teh yg begitu luas sekaligus menikmati segarnya air dengan menceburkan disungai yang jernih airnya.
5,"Sangat sangat recomended buat yang ingin liburan dengan suasana alam. Udaranya suasananya memang gak bisa bohong, bener² sejuk. Udah gitu kalo pingin nginap banyak homestay², mau makan banyak banget pilihan restorannya.

Mgkn PR nya hanya 1, akses jalan rayanya yang harus dilebarin biar daerah ini bener² maksimal dijadiin daerah wisata.

Pokoknya 5 bintang lah utk tempat liburan  dgn suasana alam"
5,Tempat nya sudah lebih bagus.
3,"Saran aja, sediakan pemandian di curug nya yg diatas (airnya keruh)"
5,"Tempatnya bagus,fasilitas semuanya ok,suhu dingin sampai 14° cocok untuk healing,semoga kedepannya makin sukses"
5,"Wisata Alam yg indah, walau curug nya buatan...tapi buat spot foto nya bagus..
akses dari jalan raya ke dalam mohon di aspal bagus dong, biar kalau mobil jenis sedan masuk ke sana gak khawatir..
Tiket masuk terjangkau..dan di atas ada danau yg bisa buat mancing mancing..
ada petik strowbery juga di atas..
mau mancing juga bisa di danau atas..
tempat jajan juga ada, dan makan makanan berat ada di atas.."
5,Lokasi yg cukup bagus untuk Hiking dan menghirup udara segar khas perkebunan Teh. Tiket masuknya juga tidak terlalu mahal...
3,"mhn bantuan sy bawa payung yg dari rumah disimpan di depan kmar 408 pagi2 hilang 😭, wifi ga aktif, tempat tidur tipis u/capacity4 org, breakfast hanya dikasih ayam kedil bingits. hanya dpt view bagus, kmar mndi clean cuma agak jauh, semoga dikemudian hari facility smkin ditingkatkan krn syng view nya nice.mau balik lagi tp good facility."
5,"Ma syaa Allah tabarakallah tempat wisata yang cocok untuk melepas penat setelah bekerja sehari2, tempat yang nyaman bersih dan memanjakan diri untuk benar2 me refress jiwa dan raga, smg semakin berkah dan sukses buat wisata curug tilu ciwidey🥰

Untuk masuk ke Ecopark Curug Tilu, harga tiket masuknya adalah Rp 20 ribu. Nah, untuk traveler yang mau menginap di minicamp dengan kapasitas dua orang, ada harga yang berbeda untuk weekdays dan weekend.

Untuk hari Senin-Kamis, harganya Rp 400 ribu per malam. Sementara weekend harganya Rp 500 ribu per malam.

Traveler yang mau menginap di tenda yang lebih luas, ada juga pilihan family . Pada weekdays, harganya Rp 700 ribu. Sedangkan weekend harganya   Rp 850 ribu. Satu family tent termasuk dua foam mattres, sleeping bag, kursi dan meja lipat, makan pagi 4 pax, air mineral, kopi, teh manis, api unggun dan 4 tiket gratis Curug Tilu.

Ada juga paket rafting dengan harga Rp 185 ribu per orang dengan waktu pengarungan 1,5 hingga 2 jam. Sudah termasuk guide dan rescue, makan siang, dokumentasi dan asuransi.

Destinasi ini buka dari pukul 07.00-21.00 WIB. Tertarik berkunjung ke Ecopark Curug Tilu"
5,"Bagus buat foto2..
Yg mau mancing juga bisa
Tiket masuk nya 10 ribu..
Tawar aja.. kalo banyakan suka diskon"
5,"Asik bgt tempat nya.
Ikutin keseruannya klik link berikut https://ln.run/F_Tu4"
5,"Lokasi yang tepat untuk berakhir pekan bersama keluarga, pemandangan yang indah, suasana sejuknya kebun teh dan suara air terjun yang menenangkan."
5,"Tempat lama dengan perubahan yang bagus sekali, banyak tempat utk menjadi spot foto"
3,"Tempatnya bagus, sejuk, banyak spot photo, view keren, udara segar.."
5,"Tempatnya byk spot foto yg bgs, lmyn murah untuk wisata keluarga, belum begitu ramai jd msh bs dinikmati suasananya"
5,kalau mau healing disini saja ya gaes.. tempatnya sangat sejuk sampai dengan 14° c siapkan baju tebal biar nggak kedinginan..
1,Tempatnya bagus tp akses ke sana nya hancur. pengelola harusnya perbaiki jalan. tiket masuk 13000 parkit motor 10000 foto2 bayar lagi 5000.
5,"Pemandangan nya sangat enak sekali untuk di lihat, Tempatnya nyaman dan bersih, Parkirnya luas, Sangat Rekomendasi sekali buat temen sekalian yg mau ajak keluarga untuk hiburan."
5,Nice view. Perosotannya lumayan bikin jantunh copot
4,"Tempat wisata di wilayah ciwidey yg harus di kunjungi jika berkunjung di ciwidey tempatnya bagus terdapat view dan spot untuk foto2nya yang bagus dan menarik, tempat makannya pun murah dan enak masakannya parkiranya pun luas dan harga tiket masuknya terjangkau.
Jangan lupa scan qr di aplikasi pedulilindungi"
5,"Tempatnya agag jauh bgt dri kota & lebih jauh dari kawah putih tp selama perjalanan gak akan bosen karna kalian bakalan di suguhin pemandangan yg asri bgt dengn kebun teh dan bnyak pilihan wisata lainya yg bikin kalian galu mau mampir dmna ahahaha nyampe sana asik bgt.

Bnyak spot foto yg bisa kalian ambil, berhubung aku kesananya hari weekend jd gak bisa ambil semua tempat karna cukup rame walaupun lg pandemi tp kmren rame sama org lokal aja jd masi bisa gantian buat foto.

Gk cumn buat foto"" disana jg bisa makan & ngopi / nongkrong bareng teman/pasangan/keluarga, udaranya jelas dingin tp klo siang aga hangat. Untuk harga makanan masih terbilang kantong pelajar jd aman.

Tiket masuk
1 org 15.000
Parkir motor 5.000

Selamat Berlibur! Semoga membantu🥰

Note: Foto & Video sewaktu"" dpt bertambah & berubah"
5,Wisata ditengah perkebunan teh dengan banyak spot foto yg  bagus dengan pemandan alam...yg asri dan harmoni
5,Wisata Air Curug Tilu Rancabali Ciwidey ini tempatnya tepat dipinggir jalan Ciwidey jadi terlihat dari jalan. Tempatnya bersih ada toilet mushola dan ada untuk penginapan. Udara segar dan banyak spot untuk foto. Pas sampai sini cuaca cerah jadi indah banget
5,"Untuk tempat cukup bagus dan terjangkau, tidak jauh dari jalan raya, tiket masuk 10 ribu dan parkir 5 ribu, untuk sewa tenda satu jam 40 ribu, sayangnya saat kemarin datang ke sini airnya sedang cukup keruh tapi tetap terasa indah dan menyejukkan."
5,Tempatnya bagus..parkir luas..htm 15rb per orang..krn blm selesai pembangunan msh sedikit berantakan..kl dah jadi secara konsep dan penataan bagus..
5,"Tempat nya kereennn , walo masih dlam tarap perbaikan .. Tetep beautyfull sangat instagrameble 😍 …"
5,Mantep untuk foto foto cuman ga ada kesorean datengnya 🤣 jadi kurang puas.kemarin prewedding disitu …
5,"Bagus..pemandanganY,banyak spot foto"" nya,ada pujasera...ad tempat karaoke,playground anak..kebun teh!! Tiket masuk jg murah"
5,Udaranya seger & tempatnya bersih. Cocok untuk selfong dengan latar alam pegunungan & kebun teh
5,"Tiket masuk 110rb utk 4 orng dewasa, 3 anak kecil dan parkir mobil. Tempatnya oke, air terjunnya bukan yg tinggi. Tp cukup bikin seger mata. Bny spot foto, ada tempat yg mirip labirin klo diliat dr atas. Bukan labirin dng tanamannya tinggi2. Cukup bnyk spot foto dan ada live performance. Dtng hr selasa mayan bnyk yg dtng"
5,"Tempatnya bagus, murah meriah harga tiket 20ribu + dapat cofee break gratis"
4,"Pas baru dateng ternyata hujan deres udah nunggu ~1jam gak reda.
Akhir nya keluar lagi dan bilang ke staff ticketing nya katanya boleh masuk lagi di hari yang sama kalau hujan sudah reda."
4,Tempatnya enak sih buat santai sama foto-foto. Toiletnya kurang banyak aja. Ada playground juga buat anak-anak.
3,"Tempatnya bagus untuk prewd atau yang suka selfie, cuma toilet dan musholla yang dibawah tidak terawat."
4,"Pas kesini lagi hujan gede jadi ga bisa foto yang banyak...petugasnya pada ramah...
Tiketnya 25000/org plus parkir 5000...penitipan helm 5000/helm"
4,"Seru untuk lokasi liburan keluarga, sayang full pemginapannya"
4,"Enak buat mancing2
Maemnya juga murah meriah
Curugnya cantik buat foto2"
2,"Biaya masuk@10rb per orang, parkir 5 rb, wc 2rb.."
4,"Asalamualaikum guys kali ini aku mau berbagi informasi tempat di daerah ciwidey kecamatan rancabali, tempat wisata bernama curug tilu, tempatnya menarik untuk di kunjungi..penasara silahkan buktikan sendiri kesegaran di tengah hamparan perkebunan teh yang asri"
5,"Tempatnya adem, alami, ada air terjun kecil"", pemandangan kebun teh dan gunung, parkir luas, pinggir jala raya."
5,"Tempatnya keren, mau camping family atau sewa penginapan lain bisa juga"
5,"Curugnya dekat banget dari parkiran langsung kliatan, banyak spot foto, parkirannya juga luas"
5,"Tempat wisata baru yang berlokasi di Jl. Raya Patengan - Rancabali, Ciwidey, Kabupaten Bandung. Tempatnya luas dengan sekeliling pemandangan kebun teh yang indah. Fasilitas cukup lengkap untuk para pengunjung seperti : toilet, mushola, rumah makan, area parkir, jajanan kuliner, playground, spot foto dan selfi, penginapan, petugas keamanan, pos kesehatan, toko souvenir. Tiket cukup terjangkau. Akses jalan menuju lokasi ini cukup baik."
5,Tempat yg bagus buat melepas stress.. udaranya sejuk.. pemandangannya bagus.. byk spot foto yg instagramable.. ada tempat pemancingan dan villa yg disewakan di atasnya.. ajib bgt tempatnya deh...
4,"11/04/2021
Acara : liburan keluarga
Curug ini sepertinya msih dlm tahap pengembangan..
Wktu kmren ksna terlihat proyek bkin restouran ma proses mpercntik tta ruang..
Jln mw masuk pun blm dicor...t4 parkir jg blm spnuhnya jd"
